NCT ID,Title,Phase,Drug Names,Modality,Target,Indication,Status,Sponsor,Start Date,Primary Completion,Milestone,Probability,Phase_Num,Modality_Code,ML_Prediction,Phase Weight
NCT05006664,Brentuximab Vedotin in Combination With CHEP in Patient With PTCL,PHASE2,"Adcetris 50 MG Injection, Endoxan, Doxorubicin, Etoposide, Prednisone tablet",ADC,Unknown,Lymphoma,UNKNOWN,Czech Lymphoma Study Group,2021-10,2024-10,Long-term,0.3,2.0,0,0.3000000000000005,3
NCT05734898,NKG2D CAR-NK & r/rAML,NA,,Other,Unknown,Other,UNKNOWN,Zhejiang University,2023-03,2024-04,Long-term,0.05,,3,0.07471722255609645,1
NCT07371663,An Phase Ib/II Clinical Trial of TCC1727 Combination Therapy in Advanced Solid Tumors,"PHASE1, PHASE2","TCC1727 tablet 90mg, TCC1727 tablet 120mg, TCC1727 tablet 160mg",Other,Unknown,Solid Tumor,RECRUITING,"Beijing Tide Pharmaceutical Co., Ltd",2025-12-03,2028-09-30,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT06697275,Evaluation of the Efficacy of a Virtual Reality When Placing a Needle on an Implantable Venous Access Device in Children With Leukemia,NA,,Other,Unknown,Leukemia,RECRUITING,"University Hospital, Clermont-Ferrand",2024-11-15,2027-10-01,Long-term,0.05,,3,0.07471722255609645,1
NCT01832857,"Phase 2 Safety, Tolerability and Efficacy Study of CPI-613 in Cancer Patients",PHASE2,CPI-613,Other,Unknown,Solid Tumor,TERMINATED,Cornerstone Pharmaceuticals,2013-06,2016-12,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT04862767,TASO-001 in Combination With Recombinant Interleukin-2(Aldesleukin) in Advanced or Metastatic Solid Tumor,PHASE1,TASO-001((TGF-β2 targeting anti-sense oligonucleotide),Other,Unknown,Solid Tumor,COMPLETED,Autotelicbio,2021-03-09,2023-08-21,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT03881592,Real-World Data Study Focused on Chronic Lymphocytic Leukemia (CLL) Patient Treatment Options and Their Effectiveness,,,Other,Unknown,Leukemia,UNKNOWN,Brno University Hospital,2018-11-01,2019-06,Long-term,0.1,,3,0.07471722255609645,1
NCT03939234,Peptide Vaccination With PD-L1 and PD-L2 Peptides in Untreated Chronic Lymphatic Leukemia.,PHASE2,,Other,PD-L1,Leukemia,COMPLETED,Lars Møller Pedersen,2019-04-26,2021-03-15,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT04789434,PD-1 Inhibitor Tislelizumab Maintenance Therapy in Newly Diagnosed DLBCL Patients After ASCT,PHASE3,PD-1 Inhibitor Tislelizumab maintenance therapy,Other,PD-1,Lymphoma,UNKNOWN,Ruijin Hospital,2021-07-09,2023-07-01,Long-term,0.6,3.0,3,0.600000000000001,5
NCT05877664,Study of ZG0895.HCl in Patients With Advanced Solid Tumors,PHASE1,ZG0895 Hydrochloride for Injection,Other,Unknown,Solid Tumor,RECRUITING,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",2023-08-08,2026-06,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT03754764,A Feasibility and Safety Study of CD38 CAR-T Cell Immunotherapy for Relapsed B-cell Acute Lymphoblastic Leukemia After CD19 CAR-T Adoptive Cellular Immunotherapy,"PHASE1, PHASE2",,CAR-T,CD19,Leukemia,UNKNOWN,Chinese PLA General Hospital,2018-11-23,2022-11-23,Long-term,0.3,1.0,2,0.1626669915300076,3
NCT07213609,A Study to Investigate the Safety and Preliminary Efficacy of GSK5460025 Alone or in Combination With Other Anti-cancer Agents in Participants With Solid Tumors,"PHASE1, PHASE2",GSK5460025,Other,Unknown,Solid Tumor,RECRUITING,GlaxoSmithKline,2025-10-20,2028-09-28,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT00906698,Afatinib and Vinorelbine in Tumours Known to Overexpress EGFR and/or HER2,PHASE1,"BIBW 2992 low (20mg) dosage, BIBW 2992 medium (40mg) dosage, BIBW 2992 high (50mg) dosage, Vinorelbine per os 60 mg/m², Vinorelbine per os 80 mg/m², Vinorelbine i.v. 25 mg/m²",Other,"HER2, EGFR",Other,COMPLETED,Boehringer Ingelheim,2009-06,2013-01,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00039377,"Chemotherapy, Imatinib Mesylate, and Peripheral Stem Cell Transplantation in Treating Patients With Newly Diagnosed Acute Lymphoblastic Leukemia",PHASE2,"imatinib mesylate, methotrexate, vincristine sulfate, leucovorin calcium, tacrolimus, etoposide, cyclophosphamide, cytarabine",Other,Unknown,Leukemia,COMPLETED,National Cancer Institute (NCI),2002-04,2012-04,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT04405375,GPED Regimen for Relapsed/Refractory or Advanced ENKTCL,PHASE2,"gemcitabin, Pegaspargase, Etoposide, Dexamethasone",Other,Unknown,Lymphoma,UNKNOWN,Beijing Tongren Hospital,2020-03-21,2023-04-30,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT01327612,Open Label Extension Study of Conatumumab and Ganitumab (AMG 479),PHASE2,Modified FOLFOX6,CAR-T,Unknown,Lymphoma,COMPLETED,Amgen,2011-03-03,2020-02-05,Long-term,0.3,2.0,2,0.3111600000396263,3
NCT04074330,A Study of TAK-981 Given With Rituximab in Adults With Relapsed or Refractory CD20-Positive Non-Hodgkin Lymphoma,"PHASE1, PHASE2","TAK-981, Rituximab",Other,CD20,Lymphoma,TERMINATED,Takeda,2019-10-15,2023-04-26,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT02583165,A Study in Adult Subjects With Select Advanced Solid Tumors,PHASE1,,Other,Unknown,Solid Tumor,COMPLETED,MedImmune LLC,2015-11-09,2018-12-19,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00493467,Zevalin (Ibritumomab Tiuxetan) for Early Stage Indolent Lymphomas,PHASE2,"Ibritumomab Tiuxetan (Zevalin), Rituximab",Other,Unknown,Lymphoma,COMPLETED,M.D. Anderson Cancer Center,2006-06,2015-04,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT01149707,"Safety, Tolerability, Efficacy Study of PUR 0110 Rectal Enema in Mild-to-Moderate Distal Ulcerative Colitis",PHASE2,"PUR 0110 Rectal Enema 250 mg, PUR 0110 Rectal Enema 500 mg, PUR 0110 Rectal Enema 1000 mg, Placebo Enema",Other,Unknown,Other,COMPLETED,PurGenesis Technologies Inc.,2010-06-01,2014-10-01,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT03552692,Use of Venetoclax as Single Agent in Patients With Relapsed/Refractory BCL-2 Positive Peripheral T Cell Lymphoma,PHASE2,Venetoclax,Other,Unknown,Lymphoma,TERMINATED,Fondazione Italiana Linfomi - ETS,2018-09-25,2020-03-04,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT03080311,A Study of APG-1252 in Patients With SCLC or Other Solid Tumors,PHASE1,APG-1252,Other,Unknown,Solid Tumor,COMPLETED,Ascentage Pharma Group Inc.,2017-02-12,2020-06-22,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT06453044,Mosunetuzumab and Polatuzumab Vedotin for the Treatment of Patients With Relapsed or Refractory Grade 1-3a Follicular Lymphoma,PHASE2,Polatuzumab Vedotin,Other,Unknown,Lymphoma,RECRUITING,City of Hope Medical Center,2024-09-09,2028-03-14,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT00004009,R115777 in Treating Patients With Refractory or Recurrent Acute Leukemia or Chronic Myelogenous Leukemia,PHASE1,tipifarnib,Other,Unknown,Leukemia,COMPLETED,"University of Maryland, Baltimore",1999-06,2001-04,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT05806099,"A Safety, Tolerability, Pharmacokinetics, Pharmacodynamics and Efficacy Study of MBS303 in B-Cell NHL","PHASE1, PHASE2",MBS303,Other,Unknown,Lymphoma,RECRUITING,"Beijing Mabworks Biotech Co., Ltd.",2023-06-28,2025-11,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT04571632,Clinical Trial of SBRT and Systemic Pembrolizumab With or Without Avelumab/Ipilimumab+ Dendritic Cells in Solid Tumors,PHASE2,"Avelumab, Ipilimumab 5 MG/ML, Pembrolizumab 100 MG in 4 ML Injection",Other,Unknown,Solid Tumor,UNKNOWN,Universitair Ziekenhuis Brussel,2020-09-22,2023-12,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT05830045,A Phase I Study of QLP2117 in Subjects With Advanced Solid Tumors,PHASE1,QLP2117,Other,Unknown,Solid Tumor,RECRUITING,"Qilu Pharmaceutical Co., Ltd.",2023-05-19,2025-04-30,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT03744819,Biomarkers for Prediction of Tumor Response to Radiotherapy,,,Other,Unknown,Solid Tumor,RECRUITING,Chuangzhen Chen,2018-10-29,2025-11-30,Long-term,0.1,,3,0.07471722255609645,1
NCT01028430,B Cell Repertoires in Chronic Lymphocytic Leukemia and Aging,,,Other,Unknown,Leukemia,COMPLETED,Northwell Health,1998-07,2023-09,Long-term,0.1,,3,0.07471722255609645,1
NCT00278330,Flavopiridol and Vorinostat in Treating Patients With Relapsed or Refractory Acute Leukemia or Chronic Myelogenous Leukemia or Refractory Anemia,PHASE1,"alvocidib, vorinostat",Other,Unknown,Leukemia,COMPLETED,National Cancer Institute (NCI),2006-01,2009-10,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT05659628,CD19 CAR-T Expressing IL-7 and CCL19 Combined With Anti-PD1 in RR-DLBCL,PHASE1,,CAR-T,CD19,Lymphoma,RECRUITING,Ningbo No. 1 Hospital,2022-12,2024-12,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT00251407,"Taxotere, Cisplatin, and CPT-11 in Advanced Solid Tumor Malignancies",PHASE1,"Taxotere, Cisplatin, CPT-11",Other,Unknown,Solid Tumor,COMPLETED,Dana-Farber Cancer Institute,1999-09,2003-01,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT05146336,CytOSorb TreatMent Of Critically Ill PatientS Registry,,,CAR-T,Unknown,Other,RECRUITING,"CytoSorbents, Inc",2022-06-22,2032-06,Long-term,0.1,,2,0.07698823195888042,1
NCT05338892,Real-World Clinical Outcomes in Adult Patients Who Initiate Systemic Treatment for Relapsed/Refractory Diffuse Large B-Cell Lymphoma,,,Other,Unknown,Lymphoma,COMPLETED,Regeneron Pharmaceuticals,2022-06-22,2023-10-05,Long-term,0.1,,3,0.07471722255609645,1
NCT01915992,"Natural Killer Cells Functions, Tumoral Escape to Immune System and Regulation of Natural Cytotoxixity Receptors in Haematological Malignancies",NA,,Other,Unknown,Leukemia,UNKNOWN,Assistance Publique Hopitaux De Marseille,2013-02,2014-08,Long-term,0.05,,3,0.07471722255609645,1
NCT02343536,"A Phase 1, Open-label Trial of Oral Azacitidine (CC-486) Plus RCHOP in Subjects With Large B-Cell Lymphoma or Follicular Lymphoma or Transformed Lymphoma",PHASE1,"Oral Azacitidine, Rituximab, cyclophosphamide, Vincristine, Prednisone",Other,Unknown,Lymphoma,COMPLETED,Celgene,2015-04-29,2020-01-29,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00098436,Temozolomide and VNP40101M in Treating Patients With Relapsed or Refractory Leukemias,PHASE1,"laromustine, temozolomide",Other,Unknown,Leukemia,COMPLETED,Vion Pharmaceuticals,2004-09,2006-10,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT06814444,Study of the Immunological Infiltrate and Immunometabolic Immunometabolic Profile of Patients with Acute Leukaemia,,,Other,Unknown,Leukemia,RECRUITING,IRCCS Azienda Ospedaliero-Universitaria di Bologna,2023-11-11,2029-12-11,Long-term,0.1,,3,0.07471722255609645,1
NCT06559644,Hema-NeoTIL01 Cell Infusion Therapy in Relapsed/Refractory Acute Leukemia,EARLY_PHASE1,,Other,Unknown,Leukemia,NOT_YET_RECRUITING,The First Affiliated Hospital of Soochow University,2024-09-01,2026-09-01,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00428909,"Effect of Imatinib Mesylate and the Pharmacokinetics of Acetaminophen/Paracetamol in Patients With Newly Diagnosed, Previously Untreated Chronic Myeloid Leukemia in Chronic Phase (CML-CP)",PHASE1,Imatinib/Acetaminophen,Other,Unknown,Leukemia,COMPLETED,Novartis Pharmaceuticals,2006-11,2008-08,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT04493099,Alvocidib in Combination With Decitabine and Venetoclax in Patients With Relapsed or Refractory AML or as Frontline Therapy in Unfit Patients With AML,"PHASE1, PHASE2","Alvocidib Hydrochloride, Decitabine, Venetoclax",Other,Unknown,Leukemia,WITHDRAWN,M.D. Anderson Cancer Center,2020-10,2020-10-12,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT01711398,"Dose-finding Adaptive Phase I/IIa Study to Assess Safety, Tolerability, Pharmacokinetics and Preliminary Efficacy of IPP-204106N on Advanced Solid Tumors","PHASE1, PHASE2",Drug,Other,Unknown,Solid Tumor,COMPLETED,Elro Pharma,2012-07,2014-09,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT02082977,"A Study to Investigate the Safety, Pharmacokinetics, Pharmacodynamics and Clinical Activity of GSK2816126 in Subjects With Relapsed/Refractory Diffuse Large B Cell Lymphoma, Transformed Follicular Lymphoma, Other Non-Hodgkin's Lymphomas, Solid Tumors and Multiple Myeloma",PHASE1,GSK2816126,Other,Unknown,Lymphoma,TERMINATED,GlaxoSmithKline,2014-04-24,2017-06-20,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT04396119,Developing Lung Cancer Screening in Hodgkin Lymphoma Survivors: a Qualitative Study,,,Other,Unknown,Lymphoma,COMPLETED,The Christie NHS Foundation Trust,2020-02-11,2020-04-13,Long-term,0.1,,3,0.07471722255609645,1
NCT03739619,"Gemcitabine, Bendamustine, and Nivolumab in Patients With Relapsed or Refractory Classical Hodgkin Lymphoma","PHASE1, PHASE2","Bendamustine, Gemcitabine",Other,Unknown,Lymphoma,COMPLETED,Emory University,2018-11-26,2023-12-22,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT02191930,Brentuximab Vedotin or B-CAP in the Treatment of Older Patients With Newly Diagnosed Classical Hodgkin Lymphoma,PHASE2,"B-CAP, Brentuximab Vedotin",Other,Unknown,Lymphoma,COMPLETED,University of Cologne,2015-09,2022-03-16,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT00316030,Study of Bexarotene in Patients With Acute Myeloid Leukemia,PHASE1,Bexarotene,Other,Unknown,Leukemia,COMPLETED,Abramson Cancer Center at Penn Medicine,2004-01,,Unknown,0.1,1.0,3,0.15123598159865156,1
NCT00936728,White Wine or Nutritional Supplement in Improving Appetite in Patients With Cancer,NA,,Other,Unknown,Solid Tumor,COMPLETED,Academic and Community Cancer Research United,2009-07,2017-03-02,Long-term,0.05,,3,0.07471722255609645,1
NCT00578292,"Allogeneic Stem Cell Transplantation, Severe Homzygous 0/+Thalassemia or Sever Variants of Beta 0/+ Thalassemia, THALLO",NA,"Busulfan, Fludarabine, Campath 1H, Cyclophosphamide, MESNA",Other,Unknown,Other,TERMINATED,Baylor College of Medicine,2004-02,2016-05,Long-term,0.05,,3,0.07471722255609645,1
NCT03263936,Epigenetic Reprogramming in Relapse/Refractory AML,PHASE1,"Decitabine, Vorinostat, Filgrastim (G-CSF), Fludarabine, Cytarabine",Other,Unknown,Leukemia,COMPLETED,Therapeutic Advances in Childhood Leukemia Consortium,2017-07-11,2020-07-09,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00005611,BMS-188797 in Treating Patients With Advanced Solid Tumors That Have Not Responded to Previous Treatment,PHASE1,BMS-188797,Other,Unknown,Solid Tumor,UNKNOWN,H. Lee Moffitt Cancer Center and Research Institute,,,Unknown,0.1,1.0,3,0.15123598159865156,1
NCT05649371,Multiphasic Prehab Allo-HSCT,NA,,Other,Unknown,Leukemia,UNKNOWN,University of Calgary,2023-01,2024-12,Long-term,0.05,,3,0.07471722255609645,1
NCT01361464,Tipifarnib in Treating Older Patients With Acute Myeloid Leukemia,PHASE2,Tipifarnib,Other,Unknown,Leukemia,COMPLETED,National Cancer Institute (NCI),2011-05,2014-11,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT04441099,NBE-002 in Patients With Advanced Solid Tumors,"PHASE1, PHASE2",NBE-002,Other,Unknown,Solid Tumor,TERMINATED,NBE-Therapeutics AG,2020-06-19,2023-08-14,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT00654732,Combination Chemotherapy With or Without Rituximab in Treating Participants With Stage III-IV Classic Hodgkin Lymphoma,PHASE2,"Bleomycin, Dacarbazine, Doxorubicin Hydrochloride, Vinblastine",CAR-T,Unknown,Lymphoma,COMPLETED,M.D. Anderson Cancer Center,2008-03-19,2018-09-05,Long-term,0.3,2.0,2,0.3111600000396263,3
NCT00019032,Monoclonal Antibody Therapy in Treating Patients With Chronic Lymphocytic Leukemia,PHASE1,,Other,Unknown,Leukemia,COMPLETED,National Cancer Institute (NCI),1996-03,,Unknown,0.1,1.0,3,0.15123598159865156,1
NCT05765032,Study of SHR-A1921 in Combination With Other Anti-cancer Agents in Patients With Advanced Solid Tumors,"PHASE1, PHASE2",SHR-A1921；,Other,Unknown,Solid Tumor,ACTIVE_NOT_RECRUITING,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",2022-12-30,2025-04-30,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT00052598,Therapeutic Allogeneic Lymphocytes and Aldesleukin in Treating Patients With High-Risk or Recurrent Myeloid Leukemia After Undergoing Donor Stem Cell Transplant,"PHASE1, PHASE2",,Other,Unknown,Leukemia,TERMINATED,Fred Hutchinson Cancer Center,2002-09,2009-11,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT00003498,Antineoplaston Therapy in Treating Patients With Non-Hodgkin's Lymphoma,PHASE2,Antineoplaston therapy (Atengenal + Astugenal),Other,Unknown,Lymphoma,TERMINATED,Burzynski Research Institute,1997-10-13,2007-02-02,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT06778863,A Study of CLSP-1025 in Adult Patients With Solid Tumors That Harbor the p53 R175H Mutation,PHASE1,CLSP-1025,CAR-T,Unknown,Solid Tumor,RECRUITING,"Clasp Therapeutics, Inc.",2025-02-28,2027-12,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT00147121,Rituximab+Standard CHOP vs Rituximab+Bi-weekly CHOP for Untreated Stage III/IV Low-grade B-cell Lymphoma (JCOG0203),"PHASE2, PHASE3","Rituximab + Standard CHOP, Rituximab + Bi-weekly CHOP",Other,Unknown,Lymphoma,COMPLETED,Haruhiko Fukuda,2002-09,2010-02,Long-term,0.6,2.0,3,0.3133375460709372,5
NCT06051695,"A Study to Evaluate the Safety and Efficacy of Mesothelin-Targeting Logic-gated CAR T, in Participants With Solid Tumors That Express MSLN and Have Lost HLA-A*02 Expression","PHASE1, PHASE2",,CAR-T,Unknown,Solid Tumor,RECRUITING,A2 Biotherapeutics Inc.,2024-04-03,2028-06,Long-term,0.3,1.0,2,0.1626669915300076,3
NCT06045195,Pembrolizumab in First-Line Treatment of Advanced-Stage Classical Hodgkin Lymphoma,PHASE2,Pembrolizumab,Other,Unknown,Lymphoma,NOT_YET_RECRUITING,University of Cologne,2025-08,2027-01,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT00945828,Assessing the Effectiveness of Individual Education Plans for Childhood Cancer Survivors,NA,,Other,Unknown,Lymphoma,COMPLETED,University of Miami,2003-01,2010-10,Long-term,0.05,,3,0.07471722255609645,1
NCT02370836,Evaluating the Effects of Psycho-oncological Education on Distress and Quality of Life in Solid Tumor Cancer Patients,NA,,Other,Unknown,Solid Tumor,COMPLETED,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,2015-05,2015-09,Long-term,0.05,,3,0.07471722255609645,1
NCT05127811,A Phase I Study of ZN-d5 in Chinese Subjects With Non-Hodgkin Lymphoma,PHASE1,ZN-d5,Other,Unknown,Lymphoma,TERMINATED,Zentera Therapeutics HK Limited,2021-10-21,2023-05-26,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT01169311,Safety and Performance of the Covidien EEA Hemorrhoid and Prolapse Stapling Set in a Hemorrhoidopexy Procedure,NA,,Other,Unknown,Other,COMPLETED,Medtronic - MITG,2010-07,2011-03,Long-term,0.05,,3,0.07471722255609645,1
NCT06013111,An Exploratory Clinical Study Evaluating the Safety and Efficacy of Anti-CEA-CAR-T Cells Injection in Patients With CEA+ Locally Advanced and/or Metastatic Solid Tumors,PHASE1,,CAR-T,Unknown,Solid Tumor,RECRUITING,"China Medical University, China",2023-10-23,2026-09-01,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT04083911,Study of DAC Combined With HAAG Regimen in Newly Diagnosed AML Patients Older Than 60,PHASE3,"Decitabine, Homoharringtonine, Aclarubicin, Cytarabine and G-CSF",Other,Unknown,Leukemia,UNKNOWN,The First Affiliated Hospital of Soochow University,2019-04-01,2021-05-31,Long-term,0.6,3.0,3,0.600000000000001,5
NCT06359509,Study of SYS6020 in BCMA-positive Multiple Myeloma,EARLY_PHASE1,,Other,BCMA,Multiple Myeloma,NOT_YET_RECRUITING,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",2024-04,2027-05,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT04645199,National Longitudinal Cohort of Hematological Diseases,,,Other,Unknown,Lymphoma,RECRUITING,"Institute of Hematology & Blood Diseases Hospital, China",2020-12-01,2030-12-01,Long-term,0.1,,3,0.07471722255609645,1
NCT06533332,A Phase 1 Trial of ERX-315 in Participants With Advanced Solid Tumors,PHASE1,ERX-315,Other,Unknown,Solid Tumor,RECRUITING,EtiraRx Australia Pty Ltd,2024-10-14,2025-12-30,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00613145,Study of the Pharmacokinetics/Safety of Sorafenib + Capecitabine in Advanced Solid Tumors,PHASE1,"Capecitabine and Sorafenib, Capecitabine and Sorafenib",Other,Unknown,Solid Tumor,COMPLETED,"SCRI Development Innovations, LLC",2008-02,2009-05,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT03728972,"Study of Pembrolizumab in Patients With Early-Stage NK/T-cell Lymphoma, Nasal Type",PHASE2,Pembrolizumab,Other,Unknown,Lymphoma,ACTIVE_NOT_RECRUITING,Memorial Sloan Kettering Cancer Center,2018-11-09,2025-06-15,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT06744075,Study of the Clearance of Minimal Residual Disease Measured at the End of First-line Treatment in Patients With Lymphoma,NA,,Other,Unknown,Lymphoma,ACTIVE_NOT_RECRUITING,Centre Henri Becquerel,2024-12-24,2027-12-20,Long-term,0.05,,3,0.07471722255609645,1
NCT04439201,"Testing Palbociclib (PD-0332991) as a Potential Targeted Treatment in Cancers With CCND1, 2, 3 Amplification (MATCH-Subprotocol Z1B)",PHASE2,Palbociclib,Other,Unknown,Lymphoma,ACTIVE_NOT_RECRUITING,National Cancer Institute (NCI),2016-05-31,2021-03-09,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT00019019,Carboxyamidotriazole and Paclitaxel in Treating Patients With Advanced Solid Tumors or Refractory Lymphomas,PHASE1,"carboxyamidotriazole, paclitaxel",CAR-T,Unknown,Lymphoma,COMPLETED,National Institutes of Health Clinical Center (CC),1994-10,2006-07,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT03384212,CBA Versus FBA Conditioning Followed by Allogeneic HSCT in Treatment of High Risk and Refractory AML,PHASE3,"Cladribine, Fludarabine, Busulfan, Cytarabine",Other,Unknown,Leukemia,UNKNOWN,"Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",2016-08-01,2022-07-31,Long-term,0.6,3.0,3,0.600000000000001,5
NCT04331119,Duvelisib Maintenance After Autologous Stem Cell Transplant in T-Cell Lymphomas,PHASE2,Duvelisib,Other,Unknown,Lymphoma,ACTIVE_NOT_RECRUITING,Washington University School of Medicine,2020-07-23,2026-04-22,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT05837767,A Study of Radiation Therapy to Treat Solid Tumor Cancer That Has Spread to Soft Tissue,NA,,CAR-T,Unknown,Solid Tumor,RECRUITING,Memorial Sloan Kettering Cancer Center,2023-07-24,2026-07-24,Long-term,0.05,,2,0.07698823195888042,1
NCT00116467,Vaccination in the Peripheral Stem Cell Transplant Setting for Acute Myelogenous Leukemia,PHASE2,,Other,Unknown,Leukemia,COMPLETED,Cell Genesys,2001-03,,Unknown,0.3,2.0,3,0.3133375460709372,3
NCT02072967,Ribomustin in the Second Line Therapy of Relapsed or Refractory Indolent B-cell Non-Hodgkin's Lymphoma,,,Other,Unknown,Lymphoma,COMPLETED,Astellas Pharma Europe B.V.,2012-05,2015-10,Long-term,0.1,,3,0.07471722255609645,1
NCT00930267,Infections in Pediatric Cancer Patients,,,Other,Unknown,Solid Tumor,UNKNOWN,Hadassah Medical Organization,,,Unknown,0.1,,3,0.07471722255609645,1
NCT05858736,"Safety, PK and Efficacy of AI-061 in Advanced Solid Tumors",PHASE1,AI-061,CAR-T,Unknown,Solid Tumor,ACTIVE_NOT_RECRUITING,"OncoC4, Inc.",2023-07-11,2025-12-31,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT04690192,CNCT19 Following ASCT in Patients With Relapsed or Refractory B-cell Lymphoma,"PHASE1, PHASE2","Gemcitabine Injection, busulfan, Melphalan Injection",Other,Unknown,Lymphoma,COMPLETED,"Institute of Hematology & Blood Diseases Hospital, China",2021-01-01,2023-12-30,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT00488592,Peptide Vaccinations to Treat Patients With Low-Risk Myeloid Cancers,PHASE2,GM-CSF (Sargramostim),Other,Unknown,Leukemia,COMPLETED,"National Heart, Lung, and Blood Institute (NHLBI)",2007-06,2010-04,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT06782971,Evaluation of Combined Sensitising and Hypomethylating Therapy Outcomes in AML PDX,,,Other,Unknown,Leukemia,RECRUITING,Clinical Hub for Interventional Research (CHOIR),2025-06-06,2028-02,Long-term,0.1,,3,0.07471722255609645,1
NCT06375564,Clinical Evaluation of 177Lu-AB-3PRGD2 in Various Solid Tumors With Integrin αvβ3 Positive Expression,PHASE1,177Lu-AB-3PRGD2 radioligand therapy,Other,Unknown,Solid Tumor,RECRUITING,The First Affiliated Hospital of Xiamen University,2024-06-12,2025-12-30,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00058799,Treating High Risk Leukemia With CD40 Ligand & IL-2 Gene Modified Tumor Vaccine,PHASE1,,Other,Unknown,Leukemia,COMPLETED,Baylor College of Medicine,1999-06,2010-06,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00002003,Phase II Study of Novantrone(R) (Mitoxantrone) and Etoposide in Patients With HIV Associated Large Cell and Immunoblastic Lymphomas,PHASE2,"Mitoxantrone hydrochloride, Etoposide",Other,Unknown,Lymphoma,COMPLETED,Lederle Laboratories,,,Unknown,0.3,2.0,3,0.3133375460709372,3
NCT05808803,Aberrant Myeloid Lineage Differentiation in HIV/AIDS Patients,,,Other,Unknown,Leukemia,COMPLETED,Zhongnan Hospital,2016-01-01,2020-10-31,Long-term,0.1,,3,0.07471722255609645,1
NCT00162136,Clinical Study of Ixabepilone Administered as a 24 Hour Infusion in Patients With Solid Malignancies.,PHASE1,Ixabepilone,Other,Unknown,Other,COMPLETED,R-Pharm,2005-09,2008-07,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT06503107,Nanobody-based Biepitope CAR-T Cells Targeting BCMA in the Treatment of R/RMM,"PHASE1, PHASE2",Nanobody-based biepitope BCMA-targeting CAR-T cells,CAR-T,BCMA,Multiple Myeloma,RECRUITING,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",2024-04-23,2026-04-18,Long-term,0.3,1.0,2,0.1626669915300076,3
